,event,time,Factory,Provider,T0,Cs,As,Sp
3628,True,139.66,2.0,1.0,22.027,-4.02,1.663,0.745
3629,True,45.08,2.0,1.0,19.159,-3.044,0.989,1.19
3630,True,48.69,1.0,0.0,24.407,-0.531,0.789,0.185
3631,True,33.519999999999996,1.0,0.0,14.829,8.582,-0.301,1.036
3632,True,70.54,2.0,1.0,16.295,-4.482,1.95,1.227
3633,True,25.33,2.0,0.0,23.079,-3.373,-1.186,0.7
3634,True,174.04,0.0,1.0,18.008,-8.155,-1.476,1.32
3635,True,9.42,1.0,0.0,15.099,5.419,1.642,0.497
3636,True,20.39,2.0,0.0,26.548,-3.832,-0.03,1.323
3637,False,28.380000000000003,1.0,1.0,20.567,4.977,1.357,1.059
3638,True,24.689999999999998,0.0,0.0,8.679,-3.736,-0.427,0.303
3639,True,43.31,1.0,0.0,17.085,-0.989,0.637,0.371
3640,True,18.81,2.0,0.0,25.687,-2.547,-0.907,0.9
3641,True,88.56,0.0,1.0,13.297,-3.807,0.069,1.406
3642,True,69.66,2.0,0.0,23.102,-6.785,-0.04,1.333
3643,False,153.14,2.0,1.0,29.864,-7.714,1.755,0.881
3644,False,12.2,2.0,1.0,22.71,-10.704,-1.841,1.308
3645,False,23.380000000000003,2.0,0.0,24.994,-4.658,-1.315,0.733
3646,True,171.23000000000002,2.0,1.0,24.519,-5.562,-0.528,1.292
3647,True,71.52,0.0,0.0,14.869,-8.604,1.173,0.847
3648,False,46.900000000000006,2.0,1.0,24.782,-2.627,1.944,0.816
3649,True,50.910000000000004,1.0,1.0,21.628,1.825,-1.93,0.384
3650,True,7.57,0.0,1.0,14.585,-1.705,1.641,0.903
3651,True,95.02000000000001,2.0,1.0,19.514,-5.137,1.707,0.679
3652,True,25.19,1.0,0.0,22.488,-0.335,0.332,0.733
3653,True,9.389999999999999,1.0,1.0,21.854,3.713,1.828,0.527
3654,True,32.45,2.0,0.0,26.434,-2.344,0.538,0.741
3655,False,86.06,2.0,0.0,31.722,-5.948,0.574,0.881
3656,False,9.13,1.0,0.0,22.129,5.786,1.459,0.612
3657,True,70.5,0.0,0.0,15.324,-3.443,-0.446,0.843
3658,True,61.41,2.0,0.0,21.891,-4.456,-1.545,0.664
3659,True,96.83999999999999,1.0,0.0,23.298,2.871,1.13,0.557
3660,True,34.870000000000005,0.0,1.0,14.571,-3.434,1.663,1.224
3661,False,13.600000000000001,1.0,0.0,12.828,3.67,-0.048,0.755
3662,True,20.4,0.0,0.0,11.642,-3.129,0.278,1.248
3663,True,100.61999999999999,2.0,1.0,28.693,-4.224,0.736,1.14
3664,True,5.44,1.0,0.0,21.357,1.341,0.649,0.789
3665,True,81.35999999999999,1.0,0.0,19.792,3.792,-0.91,0.775
3666,True,56.870000000000005,2.0,0.0,26.257,-1.965,-0.367,1.143
3667,True,15.41,1.0,1.0,20.836,-4.508,0.844,1.143
3668,True,33.12,0.0,1.0,12.762,-4.502,1.701,1.122
3669,True,18.799999999999997,0.0,1.0,15.637,-3.796,1.849,1.341
3670,True,10.22,0.0,0.0,4.46,-4.339,-0.716,0.656
3671,False,47.25,1.0,0.0,22.136,1.383,0.301,0.873
3672,True,12.5,0.0,0.0,14.774,-3.374,-0.141,1.073
3673,True,107.11,2.0,0.0,27.88,-3.771,0.528,0.619
3674,True,34.95,2.0,1.0,26.38,-4.777,-1.418,1.147
3675,False,112.09,2.0,1.0,24.899,-5.251,-0.747,1.36
3676,True,41.09,2.0,1.0,22.854,-6.098,-1.695,1.357
3677,True,54.62,1.0,0.0,18.235,2.421,-0.092,0.506
3678,True,12.940000000000001,0.0,1.0,21.964,-3.067,1.388,1.151
3679,False,1.58,0.0,1.0,16.066,-0.079,-1.464,1.117
3680,True,45.519999999999996,2.0,0.0,25.659,-5.854,0.043,0.841
3681,True,13.91,1.0,0.0,21.247,7.616,-1.566,0.607
3682,True,31.9,1.0,1.0,16.467,0.954,1.121,1.242
3683,True,124.39,2.0,1.0,33.568,-2.451,1.886,1.228
3684,True,74.35,0.0,1.0,29.256,1.209,-0.413,1.344
3685,True,116.83999999999999,1.0,1.0,29.794,0.162,0.543,1.245
3686,True,21.99,0.0,0.0,12.113,-2.787,0.749,0.667
3687,True,110.67999999999999,2.0,1.0,25.425,-4.066,1.04,1.409
3688,False,12.87,0.0,1.0,14.912,-1.572,-1.996,1.146
3689,False,6.710000000000001,1.0,0.0,19.892,5.788,-0.695,0.994
3690,True,34.55,2.0,1.0,26.717,-3.881,-1.052,1.092
3691,True,3.3000000000000003,0.0,1.0,9.186,-3.061,1.238,1.034
3692,False,14.43,0.0,1.0,18.378,-1.994,1.245,1.015
3693,False,49.96000000000001,2.0,1.0,24.034,-2.241,-1.617,1.238
3694,True,35.49,1.0,0.0,18.377,2.844,-0.49,1.059
3695,True,45.98,0.0,0.0,16.802,-6.178,0.27,0.785
3696,True,131.56,2.0,0.0,22.136,-3.307,0.839,0.882
3697,True,131.57,2.0,1.0,24.404,-5.157,1.4,1.405
3698,True,49.88,0.0,1.0,13.775,-4.018,1.198,1.197
3699,False,52.629999999999995,2.0,0.0,22.206,-3.193,1.051,0.517
3700,True,66.95,1.0,0.0,24.012,5.59,0.253,0.807
3701,True,44.800000000000004,0.0,1.0,16.197,-3.309,-1.357,1.144
3702,True,39.18,0.0,1.0,12.654,-1.768,-1.77,1.105
3703,False,79.95,2.0,1.0,23.068,-7.387,0.976,1.195
3704,True,115.0,2.0,1.0,19.02,-2.849,0.817,1.153
3705,True,10.18,2.0,0.0,27.308,-2.52,0.944,0.481
3706,True,153.65,2.0,1.0,24.752,-6.628,-1.565,1.273
3707,True,46.559999999999995,1.0,1.0,21.72,4.684,1.609,0.715
3708,True,31.200000000000003,2.0,0.0,27.616,-3.117,-0.321,1.024
3709,True,147.62,0.0,1.0,15.622,-1.009,-1.61,1.106
3710,True,82.89,2.0,1.0,26.438,-5.554,1.867,1.394
3711,True,42.93,1.0,0.0,23.793,-0.033,-0.083,1.255
3712,True,116.22,2.0,0.0,22.65,-6.939,-0.326,0.568
3713,True,134.18,1.0,1.0,19.066,1.396,-0.284,1.39
3714,True,41.0,0.0,1.0,17.281,-1.491,1.951,1.305
3715,True,23.86,1.0,0.0,15.915,1.221,1.089,0.63
3716,True,19.75,0.0,0.0,15.486,-8.687,0.758,0.916
3717,True,32.97,2.0,1.0,29.406,-3.855,-0.639,1.357
3718,True,10.85,0.0,1.0,10.261,-0.254,0.489,1.339
3719,True,19.54,1.0,1.0,18.627,3.643,0.991,1.043
3720,True,18.18,1.0,0.0,15.569,1.246,0.223,0.663
3721,True,48.49,2.0,0.0,26.19,-0.73,0.186,0.947
3722,True,6.35,1.0,0.0,19.736,3.795,-0.053,1.284
3723,True,26.66,1.0,0.0,25.094,2.137,0.768,0.769
3724,True,61.33,0.0,0.0,17.295,-7.018,0.449,0.422
3725,True,84.14,0.0,1.0,18.684,-1.666,1.168,1.404
3726,True,30.57,2.0,1.0,21.219,-5.046,0.342,1.381
3727,True,42.21,2.0,0.0,26.175,-3.045,1.917,0.174
3728,True,13.91,1.0,1.0,15.287,4.114,-0.885,1.248
3729,True,56.28,0.0,0.0,8.16,-5.302,-0.633,0.732
3730,True,30.85,1.0,1.0,16.046,0.052,1.892,1.274
3731,True,92.69,1.0,1.0,25.664,0.714,-1.159,0.945
3732,True,15.540000000000001,1.0,1.0,21.496,4.007,1.064,1.298
3733,True,68.46000000000001,0.0,1.0,19.039,-4.506,1.578,1.06
3734,True,36.17,2.0,0.0,17.317,-6.227,0.872,1.021
3735,True,59.15,1.0,1.0,21.492,2.535,1.572,1.082
3736,True,11.97,2.0,0.0,22.242,-3.958,0.893,0.767
3737,True,41.09,2.0,0.0,21.657,-3.958,-0.447,0.182
3738,True,11.690000000000001,1.0,1.0,17.441,0.005,-1.475,0.752
3739,True,146.32,2.0,1.0,26.519,-6.387,1.762,1.13
3740,True,51.8,1.0,0.0,28.362,1.573,-0.739,1.109
3741,True,47.46000000000001,2.0,1.0,18.575,-3.376,-1.0,1.158
3742,True,92.28999999999999,2.0,1.0,28.971,-1.843,-1.238,1.394
3743,False,4.17,0.0,0.0,15.24,-2.414,-0.347,0.645
3744,True,69.96000000000001,1.0,1.0,21.964,2.322,1.028,1.323
3745,True,92.86,0.0,1.0,10.697,-4.985,-1.322,0.938
3746,True,31.92,0.0,0.0,18.217,-1.433,-0.721,0.898
3747,True,129.47,0.0,1.0,12.0,-4.495,-1.909,0.601
3748,False,10.61,0.0,0.0,13.872,-5.486,0.177,1.192
3749,True,60.27,2.0,1.0,19.368,-5.951,-1.525,1.309
3750,False,64.49,2.0,0.0,22.562,-4.35,0.02,1.342
3751,True,123.99,2.0,1.0,24.861,-1.971,-1.406,0.831
3752,False,11.54,2.0,0.0,23.491,-2.329,-0.093,0.625
3753,False,93.58000000000001,2.0,0.0,22.321,-4.504,-0.167,1.305
3754,True,60.23,2.0,1.0,26.173,-5.165,1.301,1.386
3755,False,7.31,0.0,1.0,15.079,-3.776,1.757,0.956
3756,True,49.1,1.0,1.0,24.146,4.043,-1.79,1.413
3757,True,5.49,2.0,0.0,24.874,-2.156,-0.107,1.325
3758,False,52.97,1.0,1.0,22.932,3.817,1.966,0.531
3759,False,28.11,0.0,1.0,15.51,-5.886,-0.164,1.386
3760,True,1.57,1.0,0.0,14.678,2.683,-0.286,1.126
3761,False,26.82,2.0,1.0,21.782,-2.951,0.876,1.403
3762,True,41.39,1.0,0.0,26.893,0.119,0.132,1.351
3763,False,59.24,1.0,1.0,20.31,5.164,0.859,1.346
3764,False,35.81,2.0,1.0,25.184,-4.401,-1.827,1.26
3765,False,2.11,0.0,0.0,10.718,-6.95,0.062,1.389
3766,True,60.22,2.0,0.0,25.674,-2.302,-0.354,0.68
3767,True,89.55,0.0,1.0,14.081,-5.752,1.047,1.308
3768,True,183.12,2.0,1.0,31.047,-4.461,-1.292,1.283
3769,True,94.88,1.0,0.0,23.651,-0.5,0.506,1.106
3770,True,12.88,1.0,0.0,13.844,-0.003,-0.818,0.02
3771,True,30.419999999999998,1.0,1.0,15.378,5.807,-1.164,1.191
3772,True,30.25,1.0,0.0,19.772,3.771,-1.182,0.44
3773,True,154.51,0.0,1.0,17.64,-7.365,-0.328,1.342
3774,True,68.27,2.0,0.0,21.128,-6.027,-0.351,1.067
3775,True,9.76,0.0,0.0,11.285,-6.256,0.116,0.884
3776,True,10.600000000000001,1.0,0.0,20.911,1.098,-0.218,1.047
3777,True,84.08,2.0,1.0,25.502,-5.826,0.673,1.248
3778,True,31.560000000000002,0.0,0.0,14.812,-3.029,0.125,1.098
3779,True,17.4,0.0,1.0,13.002,-1.546,1.914,0.977
3780,False,18.31,0.0,1.0,6.511,-3.156,-1.676,1.004
3781,True,18.21,2.0,1.0,27.454,-2.385,-1.687,0.721
3782,True,23.2,1.0,1.0,22.603,1.518,1.291,1.316
3783,True,8.72,0.0,1.0,18.405,-6.46,-1.339,0.964
3784,True,24.369999999999997,1.0,1.0,17.057,1.617,0.496,1.378
3785,True,33.82,1.0,1.0,20.834,3.225,1.291,1.094
3786,False,60.87,2.0,0.0,22.15,-6.977,0.84,0.475
3787,True,21.76,1.0,0.0,17.892,1.9,-0.033,1.278
3788,True,2.9,1.0,0.0,19.65,4.019,0.353,1.205
3789,True,45.650000000000006,2.0,1.0,34.861,-3.463,-1.34,1.299
3790,False,33.87,2.0,1.0,29.302,-7.08,-1.679,1.203
3791,False,13.55,2.0,0.0,24.243,-3.79,0.612,1.05
3792,True,80.55,2.0,0.0,19.635,-6.401,1.304,0.58
3793,False,30.139999999999997,0.0,0.0,13.593,-6.759,-0.07,1.219
3794,True,70.14999999999999,2.0,1.0,21.846,-1.68,-1.887,1.018
3795,True,64.7,0.0,1.0,16.882,-4.126,-1.704,0.749
3796,True,52.65,0.0,0.0,14.019,-4.41,0.15,0.272
3797,False,9.95,1.0,0.0,19.8,0.26,-0.801,1.012
3798,True,60.39,0.0,0.0,13.942,-6.606,-0.398,1.181
3799,True,158.17000000000002,1.0,1.0,21.566,2.581,-1.776,0.794
3800,True,38.519999999999996,1.0,0.0,19.771,3.884,0.432,1.058
3801,False,127.92999999999999,0.0,1.0,15.566,-4.575,0.969,1.251
3802,True,89.46,0.0,0.0,13.616,-4.539,-0.112,0.383
3803,True,8.66,1.0,1.0,19.515,2.209,1.284,1.236
3804,False,69.12,0.0,1.0,14.165,-6.054,-1.993,0.367
3805,True,39.6,2.0,0.0,22.303,-4.805,-1.397,0.536
3806,True,131.57,0.0,0.0,14.103,-4.555,-1.868,0.193
3807,True,108.04,2.0,0.0,25.533,-6.702,-0.437,1.173
3808,True,28.119999999999997,2.0,0.0,18.083,-6.963,-0.129,0.302
3809,False,53.879999999999995,0.0,1.0,12.117,-6.63,-1.728,0.841
3810,True,17.01,0.0,1.0,15.777,-2.687,1.655,0.674
3811,True,59.42,2.0,0.0,23.514,-3.534,0.509,0.997
3812,False,53.9,0.0,1.0,19.418,-6.745,1.744,1.389
3813,True,19.17,0.0,0.0,20.034,-3.555,-0.029,1.334
3814,True,14.350000000000001,0.0,0.0,19.58,-4.434,-0.563,0.954
3815,True,100.16,2.0,1.0,24.873,-4.927,1.747,1.391
3816,False,37.21,2.0,1.0,22.667,-7.734,1.682,1.241
3817,True,28.27,0.0,0.0,8.856,-7.997,-1.178,0.601
3818,True,106.62,0.0,1.0,17.266,-7.667,-1.508,0.994
3819,True,105.95,2.0,1.0,20.96,-3.188,1.11,1.234
3820,True,92.47999999999999,2.0,0.0,26.086,-9.846,-0.234,0.721
3821,True,46.760000000000005,0.0,1.0,18.048,-2.679,1.375,1.275
3822,True,63.06,1.0,1.0,24.193,1.169,-1.523,1.127
3823,True,60.099999999999994,0.0,0.0,11.12,-5.749,-0.232,1.101
3824,True,175.45000000000002,0.0,1.0,15.723,-2.433,-1.999,1.241
3825,True,126.55,0.0,0.0,12.757,-7.42,-0.527,0.64
3826,True,25.990000000000002,1.0,0.0,29.199,-2.216,1.335,0.198
3827,True,74.03,1.0,0.0,18.744,1.666,1.672,0.549
3828,True,76.53,2.0,0.0,31.525,-6.643,-1.732,0.41
3829,False,21.16,1.0,0.0,18.953,1.578,-0.356,0.445
3830,True,8.62,2.0,1.0,24.869,-2.215,0.559,1.328
3831,True,13.84,2.0,0.0,22.217,-4.1,0.47,1.213
3832,True,26.96,0.0,0.0,14.697,-5.584,-0.273,1.253
3833,True,73.5,1.0,1.0,18.735,2.257,-1.465,1.079
3834,True,15.489999999999998,2.0,1.0,23.973,-4.698,-0.308,1.326
3835,True,158.72,0.0,1.0,18.919,-2.652,-0.855,1.3
3836,True,30.310000000000002,1.0,0.0,21.611,-1.048,-0.092,0.542
3837,True,31.53,0.0,1.0,14.518,-2.975,0.997,1.301
3838,False,23.580000000000002,1.0,0.0,25.185,1.124,-0.25,0.715
3839,True,114.77000000000001,0.0,0.0,13.195,-0.857,-1.76,0.314
3840,True,0.14,0.0,0.0,12.416,-5.233,1.48,0.608
3841,True,76.79,1.0,1.0,21.498,5.486,-0.5,1.282
3842,False,29.759999999999998,0.0,0.0,11.254,-5.665,-0.006,1.294
3843,False,49.89,0.0,0.0,19.43,-5.422,-1.704,0.351
3844,True,32.76,0.0,0.0,15.769,-1.387,-0.295,1.019
3845,True,127.32,0.0,1.0,8.682,-5.124,-1.395,1.147
3846,True,1.09,1.0,0.0,23.465,4.101,0.864,0.848
3847,True,11.86,2.0,1.0,20.968,-2.692,0.071,1.408
3848,True,16.64,0.0,1.0,16.238,1.008,1.423,1.396
3849,True,125.94,2.0,1.0,25.196,-8.441,0.67,1.316
3850,True,58.650000000000006,0.0,0.0,16.527,-5.414,1.031,0.858
3851,True,69.9,1.0,1.0,23.864,5.489,-0.595,1.297
3852,True,110.21000000000001,2.0,1.0,22.779,-4.317,-1.871,0.445
3853,True,27.639999999999997,0.0,0.0,13.644,-1.605,-0.162,0.675
3854,True,2.62,2.0,1.0,23.845,-2.546,-1.88,1.097
3855,True,135.83,1.0,1.0,22.934,-2.689,-1.454,1.396
3856,True,129.29,2.0,1.0,33.147,-6.947,0.477,1.267
3857,False,23.11,1.0,1.0,19.263,0.706,-1.406,1.266
3858,True,96.98,0.0,1.0,18.716,-4.42,1.059,1.238
3859,False,39.07,2.0,0.0,22.5,-2.501,-1.525,0.68
3860,True,88.33,1.0,0.0,17.245,2.555,0.479,0.935
3861,True,61.28,0.0,0.0,13.14,-4.168,0.354,0.517
3862,True,38.36,1.0,1.0,11.183,3.389,-1.569,1.354
3863,True,1.54,0.0,1.0,14.744,-0.145,0.715,1.348
3864,True,43.16,1.0,1.0,27.557,-0.213,-1.396,1.085
3865,True,36.91,1.0,1.0,23.525,1.632,-0.317,1.311
3866,True,35.53,1.0,1.0,14.653,0.894,0.748,1.188
3867,True,16.419999999999998,2.0,1.0,31.429,-4.011,-1.87,1.224
3868,True,38.07,0.0,1.0,12.222,-5.369,0.851,1.399
3869,True,58.209999999999994,2.0,0.0,20.344,-2.1,-0.087,0.461
3870,True,37.839999999999996,2.0,0.0,24.757,-6.79,1.249,0.462
3871,False,167.09,0.0,1.0,15.915,-0.467,-1.978,1.061
3872,True,99.56,0.0,1.0,17.127,-4.501,-1.81,1.387
3873,True,63.650000000000006,1.0,1.0,19.73,3.989,0.554,1.411
3874,True,52.169999999999995,1.0,1.0,21.449,5.413,-1.846,1.048
3875,False,23.1,0.0,0.0,10.891,-6.459,1.115,0.636
3876,True,37.75,0.0,0.0,11.577,-1.487,0.021,1.221
3877,True,3.05,0.0,0.0,9.665,0.325,1.565,0.537
3878,True,27.89,0.0,1.0,8.993,-5.996,1.041,1.031
3879,True,90.03,2.0,1.0,21.93,-4.612,-1.299,1.38
3880,True,4.09,0.0,0.0,17.623,-6.388,0.553,0.793
3881,True,8.81,0.0,1.0,13.454,-4.908,1.511,1.375
3882,True,4.81,1.0,0.0,23.59,2.558,-0.856,0.936
3883,False,22.11,2.0,0.0,24.589,0.158,-0.182,1.331
3884,False,62.46000000000001,1.0,0.0,21.701,1.162,-0.198,1.221
3885,True,120.61,1.0,1.0,24.299,2.162,1.629,1.407
3886,True,71.95,2.0,1.0,32.994,0.004,1.035,1.402
3887,True,2.67,1.0,0.0,22.953,1.826,-0.147,1.085
3888,True,82.49000000000001,1.0,1.0,17.283,0.193,1.807,0.643
3889,True,110.24,2.0,1.0,22.193,-7.863,-1.876,1.052
3890,True,27.349999999999998,2.0,0.0,24.811,-6.322,-0.734,0.747
3891,True,89.02,2.0,0.0,23.033,-3.389,-0.379,0.496
3892,False,22.44,1.0,1.0,16.389,-1.602,-0.945,1.074
3893,True,37.160000000000004,2.0,0.0,22.088,-3.095,-0.145,1.357
3894,True,73.49000000000001,2.0,0.0,25.686,-3.09,1.779,0.111
3895,True,64.41,1.0,0.0,18.184,1.262,-0.056,0.784
3896,True,13.27,1.0,0.0,25.003,0.575,0.541,0.628
3897,True,95.39999999999999,2.0,1.0,26.873,-4.818,0.998,1.227
3898,False,107.03,2.0,0.0,21.47,-0.518,-0.041,0.781
3899,True,109.14,0.0,0.0,16.863,-5.496,-0.818,0.708
3900,True,62.910000000000004,1.0,0.0,21.641,2.68,0.541,0.219
3901,True,53.94,1.0,1.0,23.763,1.863,-1.361,0.949
3902,True,10.29,0.0,0.0,13.875,-2.03,-0.721,0.669
3903,True,135.5,2.0,1.0,27.428,-2.993,1.406,0.851
3904,True,12.68,1.0,0.0,16.574,6.09,-1.669,0.511
3905,True,93.57,2.0,1.0,24.27,-5.205,-1.652,0.763
3906,True,30.48,2.0,0.0,21.621,-4.266,-0.421,1.119
3907,True,16.95,1.0,1.0,17.103,1.362,1.121,1.414
3908,True,14.990000000000002,0.0,1.0,17.248,-4.577,-0.803,1.14
3909,True,13.22,2.0,0.0,29.157,-4.812,-1.259,0.629
3910,True,147.27,2.0,1.0,22.531,-2.421,-0.662,1.276
3911,True,118.28,2.0,1.0,27.038,-5.209,-1.683,1.029
3912,True,32.400000000000006,1.0,0.0,15.548,3.484,-0.041,0.741
3913,True,38.31,1.0,0.0,20.092,6.477,0.351,0.348
3914,True,0.52,0.0,0.0,11.122,-2.466,0.793,0.428
3915,True,14.48,1.0,0.0,10.324,1.352,1.69,0.455
3916,True,13.46,0.0,1.0,11.865,-2.555,1.679,1.107
3917,True,25.21,2.0,1.0,26.963,-6.848,1.39,1.261
3918,True,43.470000000000006,2.0,0.0,27.596,-7.028,-1.19,0.794
3919,True,27.240000000000002,2.0,1.0,26.342,-3.86,1.597,1.185
3920,True,13.040000000000001,1.0,0.0,27.975,2.242,-0.039,1.257
3921,True,16.61,1.0,0.0,18.522,0.562,-1.39,0.596
3922,True,36.49,0.0,0.0,11.866,-6.12,-0.416,0.552
3923,True,31.400000000000002,2.0,0.0,25.776,-5.474,0.033,0.802
3924,True,35.769999999999996,0.0,0.0,15.881,0.797,-0.003,0.796
3925,False,68.75,1.0,0.0,11.261,0.722,-1.229,0.377
3926,True,71.01,1.0,0.0,18.475,1.822,-0.498,1.123
3927,True,50.44,2.0,1.0,27.041,-5.635,-1.939,0.531
3928,True,166.48,2.0,1.0,27.213,-2.22,0.474,1.397
3929,True,159.83,2.0,0.0,27.401,-8.714,1.541,0.265
3930,True,133.37,1.0,1.0,12.905,3.278,-0.846,1.4
3931,True,53.440000000000005,2.0,1.0,20.216,-3.601,-1.037,1.179
3932,True,77.06,1.0,1.0,20.518,3.153,1.893,0.897
3933,True,3.3800000000000003,0.0,0.0,15.139,-2.272,0.415,0.652
3934,False,36.160000000000004,0.0,1.0,8.878,-4.151,0.6,1.412
3935,True,4.48,2.0,0.0,18.836,-4.025,-0.52,0.826
3936,True,108.37,2.0,1.0,20.912,-2.249,1.912,1.413
3937,True,25.85,1.0,0.0,17.55,-0.23,0.945,0.616
3938,True,1.21,2.0,1.0,16.212,-6.011,-1.741,0.746
3939,True,147.36,0.0,1.0,10.729,-6.732,-1.489,1.36
3940,False,30.099999999999998,0.0,1.0,11.378,-5.63,0.734,1.379
3941,False,109.47,0.0,1.0,22.403,-2.925,-1.952,0.544
3942,True,84.58,0.0,0.0,13.675,-7.637,-1.478,0.464
3943,True,59.519999999999996,1.0,1.0,24.216,7.163,-0.536,1.261
3944,True,0.97,0.0,0.0,24.332,-0.184,0.559,0.774
3945,True,27.959999999999997,0.0,1.0,15.746,0.475,0.579,1.208
3946,True,99.96000000000001,1.0,1.0,16.018,2.026,-1.973,1.374
3947,True,47.75,2.0,0.0,22.161,-5.069,0.093,0.369
3948,True,67.30000000000001,2.0,1.0,24.297,-3.557,1.962,0.755
3949,True,74.73,0.0,0.0,11.617,-3.278,-0.444,1.159
3950,True,2.6100000000000003,2.0,1.0,24.61,-4.528,0.492,1.31
3951,False,19.759999999999998,2.0,0.0,27.657,-1.274,-1.769,0.338
3952,True,62.99,0.0,0.0,5.329,-6.109,-0.413,0.97
3953,True,89.89000000000001,0.0,1.0,20.5,-2.082,0.512,1.414
3954,True,118.99,0.0,1.0,18.528,-3.088,-1.932,1.166
3955,True,61.660000000000004,1.0,0.0,18.546,0.635,-1.342,0.528
3956,True,16.279999999999998,0.0,1.0,12.84,-0.488,1.762,1.366
3957,True,75.81,0.0,1.0,21.365,-5.275,1.377,1.247
3958,True,103.53,2.0,1.0,33.808,-2.458,1.62,1.301
3959,True,12.91,1.0,0.0,19.873,1.496,1.429,0.581
3960,False,11.100000000000001,2.0,0.0,25.394,-2.653,-1.829,0.364
3961,True,45.629999999999995,1.0,1.0,27.963,5.143,-1.533,1.298
3962,True,55.709999999999994,0.0,0.0,13.237,-4.488,-0.13,0.861
3963,True,153.46,2.0,1.0,20.143,-2.262,1.525,0.859
3964,True,43.230000000000004,0.0,1.0,14.04,-4.783,1.29,1.407
3965,True,95.71,0.0,1.0,16.524,-4.435,1.797,1.335
3966,True,156.84,1.0,1.0,20.677,0.199,-0.948,1.379
3967,True,99.75,1.0,1.0,23.145,0.454,1.837,1.339
3968,True,2.3400000000000003,0.0,0.0,15.777,-3.308,-0.604,0.81
3969,False,21.29,2.0,1.0,21.59,-7.228,-0.712,1.404
3970,True,4.21,1.0,0.0,12.278,2.195,-1.038,0.927
3971,False,6.65,1.0,0.0,15.588,4.185,-0.487,1.132
3972,True,16.61,1.0,0.0,15.848,3.739,0.956,0.586
3973,True,28.769999999999996,1.0,1.0,21.649,0.845,-1.622,1.389
3974,True,103.14999999999999,2.0,0.0,27.341,-4.011,0.083,0.979
3975,False,50.019999999999996,2.0,0.0,24.97,-7.649,0.409,0.909
3976,True,38.45,1.0,0.0,16.033,0.944,-0.13,0.753
3977,True,132.57,0.0,1.0,19.979,-4.228,-1.568,1.223
3978,True,70.05,1.0,0.0,20.365,3.793,0.723,1.045
3979,True,70.67,2.0,0.0,31.757,-6.239,-1.545,0.278
3980,True,34.48,1.0,0.0,17.091,-0.537,0.77,0.299
3981,True,74.05,1.0,1.0,21.311,1.476,-1.603,1.326
3982,True,25.910000000000004,1.0,0.0,15.877,2.196,0.464,1.09
3983,True,21.939999999999998,0.0,1.0,10.731,-3.709,1.987,0.522
3984,True,32.18,2.0,0.0,19.218,-3.816,-1.082,0.616
3985,True,22.349999999999998,2.0,0.0,20.626,-1.001,-1.573,0.587
3986,True,30.97,1.0,0.0,26.97,-0.271,1.361,0.663
3987,True,78.81,2.0,1.0,27.672,-6.54,-1.793,1.156
3988,True,47.56999999999999,2.0,0.0,25.797,-0.996,0.679,0.875
3989,True,100.28,2.0,1.0,22.134,-6.383,-1.208,1.114
3990,True,8.149999999999999,2.0,0.0,29.303,-2.138,-0.877,0.472
3991,True,17.849999999999998,1.0,0.0,12.636,3.199,-0.769,0.879
3992,True,1.25,1.0,0.0,25.8,2.482,-0.497,1.023
3993,True,57.53,0.0,0.0,12.435,-0.266,-0.066,0.749
3994,True,102.66999999999999,2.0,0.0,22.806,-4.658,1.704,0.509
3995,True,2.71,2.0,0.0,22.404,-8.124,0.203,1.115
3996,True,37.57,1.0,0.0,17.932,1.212,0.774,1.072
3997,False,48.06,0.0,1.0,17.587,-1.071,0.76,1.301
3998,False,26.45,0.0,1.0,12.228,-4.132,1.765,1.099
3999,True,9.709999999999999,0.0,0.0,15.491,-5.978,0.157,1.161
4000,True,164.19,0.0,0.0,16.496,-10.238,-0.169,0.702
4001,True,20.979999999999997,2.0,0.0,25.546,-3.599,0.809,1.082
4002,True,89.74000000000001,0.0,1.0,12.002,-3.458,-1.703,0.732
4003,True,78.67,1.0,1.0,15.088,4.123,-0.637,1.232
4004,True,21.63,0.0,1.0,16.615,-4.337,1.418,0.82
4005,True,41.5,1.0,1.0,19.915,-1.43,-1.897,0.401
4006,True,84.56,0.0,0.0,22.144,-4.033,-1.385,0.212
4007,True,73.74,2.0,0.0,22.503,-4.117,1.085,0.59
4008,True,64.29,2.0,0.0,23.574,-3.403,0.387,0.431
4009,False,23.62,2.0,0.0,19.746,-9.266,0.31,0.296
4010,True,140.57,1.0,1.0,14.157,0.043,-1.332,1.017
4011,True,46.94,1.0,1.0,20.904,0.593,1.576,0.976
4012,False,31.83,2.0,1.0,18.537,-3.517,1.931,1.335
4013,False,10.120000000000001,2.0,1.0,21.501,2.447,-0.734,1.355
4014,True,11.299999999999999,1.0,0.0,18.316,4.599,-0.242,0.646
4015,False,36.379999999999995,0.0,0.0,17.4,-7.638,0.279,1.199
4016,True,109.22,0.0,1.0,14.336,-6.004,0.924,1.329
4017,False,16.5,2.0,0.0,24.028,-3.056,0.152,0.459
4018,False,61.07,1.0,1.0,24.9,3.012,-1.193,1.001
4019,True,28.54,1.0,1.0,24.31,1.017,1.585,1.384
4020,True,85.55999999999999,2.0,1.0,25.639,-4.733,-1.893,0.872
4021,False,21.150000000000002,1.0,1.0,20.469,2.165,1.699,1.341
